videoId,title,channelId,channelTitle,publishedAt,duration_sec,categoryId,viewCount,likeCount,commentCount,subscriberCount
CjSGWhAUPV8,Ternyata begini proses pembuatan jajanan tradisional clorot‼️CLOROT JOGJA🍢PEMESANAN:☎️0859-3040-6409,UCgwuhcidk4t7N6Dn5UbwaKQ,Lempar Dadu,2026-04-14 08:00:29 AM,91,22,3008,44,0,1170000
wXc-2tmdTec,FAÇA ISSO COM SUA BOLACHA OREO!😨 #curiosidades   #shorts,UCb7Qdyj-xVrCoPJVn7nAvNw,Eu Dumont,2026-04-14 07:36:05 AM,30,22,3635,100,3,38400
SKyozBTW1cE,"""입학하면 무조건 하이닉스 입사""..의대보다 하닉? 역대급 성과급에 입시판 '흔들' (자막뉴스) / SBS",UCkinYTS9IHqOEwR1Sze2JTw,SBS 뉴스,2026-04-14 07:55:16 AM,110,25,340,6,6,5190000
zfQg69EunEU,हमारा ससुर जी के बेटा 🤪#shortvideo #short #guddiranivlog,UCl4t6xkA1kTShAZTCZ8Cpqg,Guddi Rani vlog,2026-04-14 08:14:26 AM,29,24,497,27,0,1840000
kz2V5foqTgA,कैसे किया द्रुपद ने अपने पांचों जमाइयों का स्वागत ?#mahabharat #youtubeshorts #shorts,UCpql2BVb-ndla4mnHhLBRWw,Mythoyug 2.0,2026-04-14 07:30:46 AM,83,24,4646,,0,157000
Smrwk65_A0g,Brother's Epic Fail Ruining Sister's Birthday Video #shortsfeed🎂 #funny #shorts #birthday#short p964,UCDhO1Tw2i6lG9HsxSPjydyg,Rdx Eating Mina,2026-04-14 07:54:28 AM,15,24,570,5,0,28300
i2lvgiPvWsU,Aattidute 💀 Work 🤡 @aaryankelvin #funny #comedy #reels #youtubeshorts #trending #viral #short,UCaKciEqO4WTb6HlVTEmOMQg,Rahul Rox 🧿,2026-04-14 08:02:02 AM,23,23,348,,0,1390
HnFGLBxyCT0,Broma a mi nieta le jale el pelo mientras habla con su esposo,UCuFVG8a595SDMRETYnwGN1Q,El abuelo,2026-04-14 07:47:44 AM,66,22,3727,109,7,86400
cVlI8dGqtZw,heart broken love ❣️😭 #viralvideo #shortsfeed #short #reels,UCUafjM9IZZKcV1pznnL_uMQ,vishalbhardwaj011,2026-04-14 07:48:32 AM,39,28,353,7,0,159000
VwEgpcbjrd8,जय भीम बोला | #video #bhim song #Short #bhojpuri song #dance #reels,UCZRFXvZ1P8Ej7Aos3b1acvA,Chandauli Ki Vidya ,2026-04-14 07:51:15 AM,21,24,857,18,0,57700
6dFZyN8AwVo,bhukkad bhai😂.. #shorts #comedy #funny #trendingshorts,UCFR-jLrf6hPArsFSSdnTgiQ,its comedian,2026-04-14 07:57:11 AM,30,23,3294,,0,241
ZUu_cPc0cPc,Justin Bieber’s Coachella set be Iike #coachella #justinbieber #bieberchella,UCP0_k4INXrwPS6HhIyYqsTg,Steven He,2026-04-14 07:57:10 AM,41,23,8829,468,15,13800000
U1eBUINwC4Y,||ചേച്ചി പഴിഞ്ഞി കുടിയ്ക്കില്ല||🤪🥸😂#comedy #comedydub #comedyshorts #funny #shorts,UCCFipQ79-WfZHyWagq27pTw,Kappayum Kanthariyum,2026-04-14 07:30:24 AM,38,23,4007,143,4,166000
mt0P2Im6wzs,Man hits truckload of sand with his tool 😱 #shorts,UC2u5YfghE4t7hY_pE_XG6Fg,Rebel Facts Yt ,2026-04-14 07:53:58 AM,22,22,3300,,0,395000
MIWWi_axq4Y,सास पिए बीड़ी ससुर पिए गंजा🤪👌#shortvideo #short #guddiranivlog,UCl4t6xkA1kTShAZTCZ8Cpqg,Guddi Rani vlog,2026-04-14 08:14:43 AM,25,24,1868,106,0,1840000
MKvGxMKruu0,Aarti Anjali Awasthi NEW PROMO 15th April 2026 Today Episode Ginni Apologizes to Anjali Yuvraj Bail,UCpHWPnW9vt633EjaZ3GsWGw,SerialTwister,2026-04-14 07:56:43 AM,118,24,1870,46,1,1250000
E8TN8-5Kvl8,"PN tak layak digelar ‘kerajaan menunggu’ tanpa ketua pembangkang berfungsi, kata penganalisis",UC2CzLwbhTiI8pTKNVyrOnJQ,Free Malaysia Today,2026-04-14 07:43:03 AM,86,25,860,13,0,663000
L6xx3Y6qRTU,Vaibhav Suryavanshi in ipl 2026 #short #cricket #srhvsrr,UC2qWiwshYL3PZIsqTA0lEQg,Aa Cric ,2026-04-14 07:55:00 AM,10,17,10500,155,5,225000
tXzrgKfdRAM,"[신통방통] ""부산 시민 위해 살 것"" 한동훈, 부산 출마?···韓 측 ""보궐 안 열리면 2028년 총선 출마"" #shorts",UCWlV3Lz_55UaX4JsMj-z__Q,뉴스TVCHOSUN,2026-04-14 07:49:20 AM,28,25,2662,99,10,3060000
GdZsr5XjG9M,"Liberals win majority government, CBC News projects",UCuFFtHWoLl5fauMMD5Ww2jA,CBC News,2026-04-14 08:13:19 AM,65,25,879,23,,4650000
jgAvfEmdOEw,"Lock, Door aur Window ki Secret Story 🤫#trending #ai #shortsviral #shorts #trendingshorts#viralvideo",UCjSzjoAROofeXOcA7wRFntA,JIT AI VLOGS,2026-04-14 07:41:54 AM,25,1,700,6,0,375
IaX4uxbdLXI,선택권 줘도 하정우 출마 안한대 끝‼️,UCg11mut6P5ifydCeZVhVD1Q,민주는 파출부,2026-04-14 07:31:52 AM,44,25,14406,1448,154,98800
6Lk00U98vW4,लड़की ने पागल लड़के का बोरी फाड़ दिया 😲 #shorts #viral #shortsviral #shortsfeed,UC-G34P7re-nZH79Uh7vofrQ,AK Abhishek Factz,2026-04-14 07:47:34 AM,17,24,3693,,0,2070000
gkoT0LImn3g,#music #song #shorts #dance 💃🏻,UCyNPKreq6ECYYqLooF5ZilQ,Sonu Kumar rawat,2026-04-14 07:38:11 AM,42,24,1093,61,2,270000
NmvqGQsmcmM,"U.S. launches sweeping blockade of Iranian ports, raising global concerns",UCi7Zk9baY1tvdlgxIML8MXg,CTV News,2026-04-14 07:48:21 AM,110,25,2680,7,8,2290000
G3L9A-bM11I,#1minute,UCpYHNdCdEspbGTgpbYYtJNQ,DCR FUN,2026-04-14 07:34:00 AM,13,23,30270,185,0,2400000
